포맷ID,포맷명,한줄정의,훅유형,구조(비트 단위로 초 배분까지),길이대,편집장치,촬영,자막스타일,제작난이도(상·중·하),필요장비,대표영상URL 3개,대표배수중앙값,국내약사사용계정수,국내약사사용영상수,국내최초사용일,국내최근사용일,소진도,인접버티컬사용,해외사용,이식가능성(상·중·하),이식근거,각색안,어떤주제와붙나,배정적합인물,우리사용이력,재사용가능일,상태,사람검토,사람메모
FMT-GROUPBUY-SIZE-GUIDE-001,공동구매 사이즈·혜택 가이드형,오픈 전 구매자가 확인할 사이즈·제품 장점·할인·이벤트를 카드로 정리하는 포맷,구매가이드형,오픈 예고→사이즈·장점→할인·구매 혜택→참여 CTA,30-45초,사이즈 표·제품 비교·할인 배지·체크리스트,정보 카드형 캐러셀,카드별 한 문장·체크리스트,중,스마트폰·제품 패키지·표 디자인,https://www.instagram.com/myo_yaksa/p/DbmENNVjyHt/,,1,1,2026-08-04,2026-08-04,미측정,미조사,미조사,중,구매 직전 정보인 사이즈·가격·혜택을 순서대로 제공하는 사례,제품군이 여러 개인 경우 사이즈 선택과 혜택 조건을 카드로 나눠 저장형 가이드로 제작,여성건강·생활용품·구매가이드,김주성·오약·선영·공용,미사용,,후보,검토,가격·혜택 조건과 광고 표기를 화면에 명확히 유지
FMT-LONGTERM-USE-PROOF-001,장기사용 증명형,장기간 사용 경험을 제품 선택 근거와 공동구매 CTA로 연결하는 포맷,장기사용증명형,장기 사용 기간 제시→사용 이유·제품 특징→공구 오픈 CTA,30-45초,기간 강조 자막·사용 제품 컷·오픈일 카운트,제품 소개형 릴스,기간·사용 횟수 강조,중,스마트폰·제품 패키지,https://www.instagram.com/myo_yaksa/reel/DbksfilvaHD/,,1,1,2026-08-04,2026-08-04,미측정,미조사,미조사,중,장기 사용이라는 신뢰 신호와 오픈일을 결합한 제품 소개 사례,개인 사용 기간과 실제 선택 이유를 분리해 말하고 마지막에 구매 조건을 고지,여성건강·생활용품·장기사용후기,김주성·오약·선영·공용,미사용,,후보,검토,개인 경험과 객관적 성능을 구분해 표기
FMT-COOKING-SCIENCE-001,조리 과학 설명형,생활 속 조리 질문에 발연점·산화 안정성 개념을 붙여 판단 기준을 제공하는 포맷,과학설명형,조리 가능 여부 질문→발연점·산화 안정성 설명→개인 의견·주의점,30-45초,온도 수치 카드·오일 팬 장면·주의 문구,정보 카드형 캐러셀,핵심 개념 한 줄 요약,중,스마트폰·조리도구·온도 카드,https://www.instagram.com/myo_yaksa/p/DbfdNX5j4Qq/,,1,1,2026-08-01,2026-08-01,미측정,미조사,미조사,상,생활 장면의 질문에 온도·산화 개념과 한계를 함께 설명한 정보형 사례,약사가 생활 식품 정보를 설명하되 제품 추천보다 조리 조건과 근거 확인에 집중,식품·생활건강·조리,김주성·오약·선영·공용,미사용,,후보,검토,정보와 개인 의견을 구분하고 질환 효능 주장을 넣지 않음
FMT-OMEGA3-FACTCHECK-001,오메가3 원료·함량 팩트체크형,원료 공급처·개별 포장·EPA+DHA 함량·순도·보관법을 체크리스트로 설명하는 포맷,팩트체크형,구매 질문 0-2초→원료·포장·함량·순도 2-35초→보관·근거 확인 CTA 35-50초,45-60초,수치 자막·체크리스트·제품 패키지 컷,정보 카드 중심 릴스,숫자·조건 강조,중,스마트폰·제품 패키지·수치 카드,https://www.instagram.com/slowpharmacy/reel/DbgVUFJh7-g/,,1,1,2026-08-02,2026-08-02,미조사,미조사,미조사,상,구매 전 확인 항목을 원료·함량·순도·보관으로 분해해 다른 건강제품에도 적용 가능,약·영양제·건강기능식품의 라벨과 근거를 같은 체크리스트로 비교,오메가3·영양제 광고판별·성분 확인,김주성·오약·선영·공용,미사용,,후보,검토,공구·구매 링크가 있는 팩트체크형; 광고 표기와 제품별 근거 확인 필요
FMT-GROUPBUY-PURCHASE-PROOF-001,공동구매 오픈·구매인증형,마켓 일정·구매 방법·구매 인증·다박스 할인으로 구매 시점을 명확히 하는 포맷,구매인증형,마켓 오픈 0-3초→구매 방법 3-20초→구매 인증·할인 20-40초→CTA 40-50초,30-45초,기간 배지·구매 인증 댓글·혜택 자막·제품 컷,제품 소개형 릴스,일정·혜택 굵은 자막,중,스마트폰·제품 패키지·댓글 캡처,https://www.instagram.com/slowpharmacy/reel/DbRrVrvTpYn/,,1,1,2026-07-27,2026-07-27,미조사,미조사,미조사,중,판매 기간·구매 인증·혜택을 결합한 구매 전환 구조를 건강제품에 재사용 가능,의약외품·건강기능식품 공구에서 기간·조건·인증 기준을 분리해 고지,오메가3·공동구매·구매 조건,김주성·오약·선영·공용,미사용,,후보,검토,구매 인증은 사회적 증거로만 사용하고 효능 보증으로 확대하지 않음
FMT-GROUPBUY-OPEN-ALERT-001,공동구매 오픈알림형,오픈일·배송·할인·이벤트 조건을 사전 안내하고 알림 참여로 연결하는 포맷,오픈알림형,오픈 예고 0-3초→배송·이벤트 3-25초→할인 조건 25-40초→알림 CTA 40-50초,30-45초,달력 아이콘·냉장배송 배지·할인 카드·알림 댓글,정보 카드형 캐러셀,날짜·조건 카드,중,스마트폰·카드 템플릿·제품 패키지,https://www.instagram.com/slowpharmacy/p/DbKwu5UEVaH/,,1,1,2026-07-24,2026-07-24,미조사,미조사,미조사,중,구매 전 일정·배송·할인 정보를 카드로 분리해 정보 저장과 재방문을 유도,예방접종·검진 예약·약 복용 준비물의 일정 알림 카드로 전환,오메가3·배송·공동구매·오픈 일정,김주성·오약·선영·공용,미사용,,후보,검토,배송·할인·이벤트 조건의 출처와 적용 기간을 화면에 고정
FMT-CHILD-SUPPLEMENT-ROUTINE-001,아이 영양제 루틴 일상관찰형,아이의 특정 연령·시간대·행동을 관찰해 보호자 공감과 확인 포인트를 만드는 포맷,일상관찰형,하원 후 장면 0-5초→루틴 관찰 5-30초→보호자 확인 포인트 30-45초,30-45초,하루 루틴 자막·아이 행동 클로즈업·관찰 컷,일상 브이로그형 릴스,시간·연령 자막,중,스마트폰·자연광·루틴 자막,https://www.instagram.com/slowpharmacy/reel/Da-kxOehqHr/,,1,1,2026-07-19,2026-07-19,미조사,육아·가족 브이로그,미조사,상,연령·시간·행동을 구체적으로 보여 주는 관찰 구조를 복약·생활습관에도 적용 가능,아이의 복약 준비·손씻기·수면 루틴을 관찰하고 안전 확인 포인트를 덧붙임,아이영양·영양제 루틴·엄마 웰니스,김주성·오약·선영·공용,미사용,,후보,검토,아이의 루틴을 섭취 권장이나 효능 주장으로 일반화하지 않음
FMT-HEATWAVE-OTC-COMBINATION-001,폭염 약국템 상황조합형,폭염·탈수감·피로 상황에 약국 제품 3개를 번호로 조합해 제시하는 포맷,상황조합형,폭염 상황 0-3초→제품 3개 3-35초→주의·문의 CTA 35-50초,30-45초,제품 패키지·번호 자막·효과 키워드 강조,약국템 소개형 릴스,3개 번호·상황 강조,중,스마트폰·제품 패키지·번호 그래픽,https://www.instagram.com/iam_yaksa/reel/DbniqwRz4jS/,,1,1,2026-08-04,2026-08-04,미조사,운동·여름 라이프스타일,미조사,상,증상 상황을 먼저 제시하고 제품군을 번호로 조합하는 구조를 계절 건강 주제에 재사용 가능,여행·운동·장마 상황별 상비약·수분 보충 체크리스트로 전환,폭염·수분·피로·약국템,김주성·오약·선영·공용,미사용,,후보,검토,제품 조합은 광고·공구 표기와 개인별 적합성 확인을 함께 제시
FMT-GROUPBUY-DOSE-BENEFIT-001,공구 오픈·연령별 용량 가이드형,공동구매 일정·제품 특징·연령별 섭취량·구매 이벤트를 카드로 정리하는 포맷,공구가이드형,오픈 일정 0-3초→제품 특징 3-20초→연령별 용량 20-40초→혜택 CTA 40-55초,45-60초,용량 표·오픈 일정 배지·구매 이벤트 카드,정보 카드형 캐러셀,연령·용량 표,중,스마트폰·카드 템플릿·제품 패키지,https://www.instagram.com/iam_yaksa/p/DbmVwDsGSOK/,,1,1,2026-08-04,2026-08-04,미조사,미조사,미조사,중,구매 전 용량·일정·혜택을 한 화면씩 분리해 다른 건강제품 가이드에도 적용 가능,복약법·보관법·검진 전 준비물을 연령·상황별 카드로 재구성,비타민C·연령별 용량·공동구매,김주성·오약·선영·공용,미사용,,후보,검토,제품 표시·전문가 확인과 공구 조건을 함께 고지
FMT-VITAMINC-EXPLAIN-001,비타민C 핵심 목적·대상 설명형,익숙한 성분의 핵심 목적과 섭취를 고려할 대상을 짧은 카드로 정리하는 포맷,성분설명형,성분 질문 0-3초→핵심 목적 3-25초→대상자 체크 25-40초→질문 CTA 40-50초,30-45초,핵심 목적 카드·대상자 체크리스트·주의 문구,정보 카드형 캐러셀,대상자 체크·핵심어 강조,하,스마트폰·카드 템플릿,https://www.instagram.com/iam_yaksa/p/Dbk7A3skS9Z/,,1,1,2026-08-03,2026-08-03,미조사,교육·영양,미조사,상,성분을 핵심 목적·대상·주의로 나눠 어떤 의약·영양 성분에도 이식 가능,철분·마그네슘·오메가3를 목적·대상·주의 카드로 비교,비타민C·항산화·섭취 대상,김주성·오약·선영·공용,미사용,,후보,검토,정보형 포맷; 광고 표기와 근거 수준을 분리
FMT-GIVEAWAY-OPEN-NOTICE-001,나눔·공구 오픈알림형,댓글 나눔 참여·오픈 일정·구매 이벤트를 연결해 알림과 구매 행동을 설계하는 포맷,나눔알림형,나눔 참여 0-5초→오픈 일정 5-20초→제품·용량 20-40초→구매 이벤트 CTA 40-55초,45-60초,댓글 참여 유도·오픈일 캘린더·이벤트 배지·용량 표,정보 카드형 캐러셀,참여 방법·일정 배지,중,스마트폰·카드 템플릿·댓글 캡처,https://www.instagram.com/iam_yaksa/p/DbiZ40DEdI1/,,1,1,2026-08-02,2026-08-02,미조사,이벤트·커머스,미조사,중,참여 보상과 구매 일정·조건을 연결하는 알림 구조를 건강제품에 재사용 가능,검진 예약·복약 알림·건강 퀴즈 참여 보상으로 전환,비타민C·나눔·공동구매·알림,김주성·오약·선영·공용,미사용,,후보,검토,나눔·구매 이벤트 조건과 광고·공구 표기를 명확히 유지
FMT-RAEL-WOMENS-CATEGORY-GUIDE-001,여성용품 제품군·공구 가이드형,생리대·라이너·오버나이트·탐폰·청결제·의료기기를 사용 목적별로 나누는 포맷,제품군가이드형,공구 오픈 0-3초→제품군 3-45초→사용 상황·혜택 CTA 45-65초,60초 이상,제품군 번호·사이즈 표·성분·혜택 배지,정보 카드형 캐러셀,제품군·용도 번호,상,스마트폰·제품 패키지·비교표,https://www.instagram.com/byak_yaksa/p/DbmVHPVmNfA/,,1,1,2026-08-04,2026-08-04,미조사,뷰티·육아,미조사,상,제품 선택지가 많은 건강·생활용품을 사용 목적별로 분류하는 구조를 다른 버티컬에 적용 가능,상비약·영양제·육아 위생용품을 목적·사이즈·주의점으로 분류,여성용품·생리·공동구매,김주성·오약·선영·공용,미사용,,후보,검토,의료기기·의약품 구분과 광고·공구 조건을 명확히 표시
FMT-SANITARY-STORAGE-CORRECTION-001,생리대 보관 오정보 정정형,이전 설명의 오류를 인정하고 문헌 검토와 실천 기준으로 정정하는 포맷,정정·근거공개형,이전 주장 0-5초→문헌 검토 5-25초→정정 기준 25-40초→공지 CTA 40-50초,30-45초,정정 자막·이전 주장 대비·핵심 기준 강조,정정 공지형 릴스,오류·정정 색상 대비,중,스마트폰·문헌 캡처·비교 자막,https://www.instagram.com/byak_yaksa/reel/DbnvjIkO2iS/,,1,1,2026-08-04,2026-08-04,미조사,교육·과학 커뮤니케이션,미조사,상,근거 변경·오류 정정·실천 기준을 함께 보여 주는 신뢰 회복 구조,약 복용법·성분 정보 오류를 정정하고 최신 근거와 주의점을 공지,생리대 보관·여성건강·오정보 판별,김주성·오약·선영·공용,미사용,,후보,검토,정정 전후 근거를 남기고 과도한 확신을 피함
FMT-HORMONE-CYCLE-EXPLAIN-001,남녀 호르몬 주기 비교설명형,남성 일주기와 여성 월주기를 대비해 호르몬 변화를 쉽게 설명하는 포맷,비교설명형,질문 0-3초→남성 일주기 3-18초→여성 월주기 18-33초→컨디션 CTA 33-45초,30-45초,일주기·월주기 대비표·호르몬 키워드·공감 문구,비교 정보형 캐러셀,주기 대비표,중,스마트폰·주기 그래픽,https://www.instagram.com/byak_yaksa/p/DbkmjYAmNlx/,,1,1,2026-08-03,2026-08-03,미조사,교육·과학 커뮤니케이션,미조사,상,복잡한 생리학 개념을 시간축 대비표로 설명하는 구조를 복약·수면에도 적용 가능,약효 지속 시간·복용 간격·월경 주기를 시간축 카드로 설명,호르몬·생리주기·여성건강,김주성·오약·선영·공용,미사용,,후보,검토,성별 차이를 고정관념이나 진단 기준으로 사용하지 않음
FMT-GIVEAWAY-GROUPBUY-WOMENS-001,여성용품 선물·공구 혜택형,제품 선택 질문에 선물·할인·구매자 혜택을 결합하는 포맷,선물·공구형,불편 질문 0-3초→제품군 3-30초→선물·할인 30-45초→공구 CTA 45-55초,45-60초,선물 댓글·할인율 배지·제품군 번호·오픈일 자막,제품 소개형 릴스,선물·혜택 강조,중,스마트폰·제품 패키지·댓글 캡처,https://www.instagram.com/byak_yaksa/reel/DbixYb4ROz7/,,1,1,2026-08-03,2026-08-03,미조사,이벤트·커머스,미조사,중,댓글 참여 보상과 구매 혜택을 결합하는 구조를 건강제품 공구에 적용 가능,검진 예약 이벤트·복약 퀴즈·건강 습관 챌린지의 참여 보상으로 전환,여성용품·생리·선물·공동구매,김주성·오약·선영·공용,미사용,,후보,검토,선물·할인 조건과 광고·공구 표기를 명확히 고지
FMT-LIVER-HABIT-5CHECK-001,간 건강 습관 5가지 체크형,술 외에 간에 부담을 줄 수 있는 생활 습관을 5개 체크리스트로 설명,H3 숫자·랭킹,경고 질문 0-3초→습관 1-5번 3-35초→실천 CTA 35-45초,30-45초,숫자 카운트·습관별 핵심 자막,약사 토킹헤드 릴스,경고 키워드·숫자 강조,하,스마트폰·자막 템플릿,https://www.instagram.com/awesomeyaksa/reel/Dbh7e3SibuM/,,1,1,2026-08-02,2026-08-02,미조사,미조사,미조사,상,생활 습관 체크리스트는 약사 권위와 결합하기 쉽고 건강 습관·약 복용 점검으로 확장 가능,간 건강 대신 복약 전 생활 습관 5가지 또는 약국 방문 전 체크리스트로 각색,간 건강·간수치·생활습관·약물,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-VITAMINC-SKIN-ROUTINE-001,비타민C 앰플 흡수 3단계 루틴형,제품 사용 순서를 3단계로 보여 주고 구매 정보까지 연결하는 루틴 포맷,S5 문제→해결,흡수 문제 0-3초→1단계 3-15초→2단계 15-27초→3단계·CTA 27-40초,30-45초,단계 번호·제품 클로즈업·가격 자막,제품 사용 시연 릴스,단계별 번호·핵심 동사 강조,중,스마트폰·제품·거울,https://www.instagram.com/awesomeyaksa/reel/Dbb5cE1y-kx/,,1,1,2026-07-31,2026-07-31,미조사,미조사,미조사,중,순서 기반 루틴은 영양제 복용 순서·복약 전후 주의사항으로 이식 가능,앰플 대신 아침 영양제 3단계 또는 철분 복용 전후 금기 음식 3단계로 각색,비타민C·피부·흡수·복용순서,선영·오약·공용,미사용,,후보,검토,
FMT-MARKET-PRODUCT-UPGRADE-001,함량 업그레이드·최저가 공구형,기존 제품과 새 함량을 비교한 뒤 가격·마감 정보를 붙이는 공구 포맷,H8 가격충격,기존 함량 0-5초→업그레이드 비교 5-25초→가격·마감 CTA 25-40초,30-45초,15%·24% 비교 카드·가격 배지·마감일 자막,제품 비교 캐러셀,숫자 대비·가격 배지,중,스마트폰·제품 패키지·비교 카드,https://www.instagram.com/awesomeyaksa/p/DbZXpfJksw_/,,1,1,2026-07-30,2026-07-30,미조사,미조사,미조사,중,함량·규격 변화는 일반 영양제 성분 비교에 그대로 적용되며 광고 표기와 근거를 분리할 수 있음,비타민C 대신 마그네슘·오메가3의 함량·제형 변화를 비교하되 가격보다 복용 기준을 먼저 제시,비타민C·함량·제형·성분비교,김주성·선영·공용,미사용,,후보,검토,
FMT-DIET-ALCOHOL-COMPARE-001,다이어트 술 비교표형,다이어트 상황에서 여러 술의 선택 기준을 비교표로 정리,S2 1대1 비교,상황 질문 0-3초→술 종류 3-30초→선택 기준·CTA 30-45초,30-45초,술 종류별 비교 자막·아이콘·순위 표시,약사 설명 릴스,비교표·선택 기준 강조,하,스마트폰·아이콘·비교표,https://www.instagram.com/awesomeyaksa/reel/DbW6PKSiPye/,,1,1,2026-07-29,2026-07-29,미조사,미조사,미조사,상,비교표 문법을 다이어트 영양제·숙취·약국템 선택 기준으로 옮길 수 있음,술 대신 숙취 전후 수분·전해질·영양제 선택지를 비교하고 과음 조장 표현은 제외,다이어트·술·열량·숙취,오약·선영·공용,미사용,,후보,검토,
FMT-COSMETIC-MARKETING-MYTH-001,화장품 마케팅 문구 점검형,화장품 마케팅 표현을 소비자 판단 기준으로 해석하는 포맷,H1 도발·부정,마케팅 문구 0-5초→오해 설명 5-30초→구매 판단 CTA 30-45초,30-45초,핵심 문구 자막·전후 대비,약사 토킹헤드 릴스,경고 키워드·문구 대비,하,스마트폰·화장품 패키지,https://www.instagram.com/donggong_yak/reel/DbmF-D_To9c/,,1,1,2026-08-04,2026-08-04,미조사,미조사,미조사,상,마케팅 표현을 성분·효능·주의사항의 차이로 바꾸면 일반 영양제와 약국 제품에 이식 가능,화장품 대신 영양제 광고 문구를 가져와 근거·함량·주의사항을 한 줄씩 판별,화장품·마케팅·광고판별,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-SKIN-ABSORPTION-QUESTION-001,피부 흡수 질문 해설형,일상적인 사용 의문을 피부 구조와 흡수 한계 설명으로 푸는 포맷,H4 질문,질문 0-3초→피부 표면 설명 3-20초→각질·기기 답변 20-38초→주의 CTA 38-45초,30-45초,피부 단면 그래픽·질문 댓글 인용,약사 설명 릴스,질문형 자막·단면 도표,중,스마트폰·피부 단면 그래픽,https://www.instagram.com/donggong_yak/reel/Dbg8ZqUTag2/,,1,1,2026-08-02,2026-08-02,미조사,미조사,미조사,상,피부 흡수 질문을 바르는 약·패치·영양제 흡수 오해 설명으로 확장할 수 있음,화장품 대신 파스·패치·연고의 흡수 범위와 사용 주의를 질문으로 시작,피부·흡수·피부장벽·각질,김주성·선영·공용,미사용,,후보,검토,
FMT-SPONSORED-BOOK-SLEEP-QUALITY-001,수면 고민·도서 지원 스토리형,수면 고민을 유머 비유로 연 뒤 책과 수면의 질 정보로 연결하는 협찬 포맷,H6 상황극·스킷,수면 고민 0-7초→유머 비유 7-20초→책·핵심 내용 20-48초→추천 CTA 48-60초,45-60초,대출 비유 자막·책 실물·상황극 톤,약사 토킹헤드·책 소개 릴스,비유 문장 크게 표시,중,스마트폰·책·상황극 소품,https://www.instagram.com/donggong_yak/reel/DbRflVwTvzf/,,1,1,2026-07-27,2026-07-27,미조사,미조사,미조사,중,고민→비유→전문 정보→추천 구조는 건강 도서·검진 캠페인에도 적용 가능,협찬 표기를 고정하고 수면 정보와 제품·도서 홍보를 분리해 건강 정보 신뢰를 보존,수면·피로·수면의 질·생활습관,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-BRAND-MYSTERY-STORY-001,브랜드 숫자 미스터리 스토리형,개인 기억과 숫자 퀴즈로 브랜드 역사를 댓글 추리처럼 전달하는 포맷,H10 개인고백,개인 기억 0-7초→숫자 단서 7-25초→브랜드 의미 25-45초→추리 CTA 45-60초,45-60초,댓글 추리·숫자 그래픽·브랜드 태그,브랜드 공동 캐러셀,숫자 크게 표시·퀴즈 자막,중,스마트폰·숫자 그래픽·제품 패키지,https://www.instagram.com/donggong_yak/p/Da5B14-mrcO/,,1,1,2026-07-17,2026-07-17,미조사,미조사,미조사,중,약국 제품의 숫자·제형·함량 유래를 퀴즈로 설명할 수 있으나 브랜드 협업 표기 필요,브랜드 대신 성분명·함량 숫자의 유래를 퀴즈로 풀고 제품 효능 과장은 제외,브랜드·제품역사·숫자·성분함량,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-SLEEP-DOSE-MATCH-001,증상별 수면 성분 유효용량 매칭,수면 문제를 증상으로 나누고 성분·유효용량을 비교하는 릴스,H4 질문,수면 문제 0-5초→증상별 성분 5-40초→유효용량 확인 CTA 40-55초,45-60초,성분 번호·용량 숫자·저장 CTA,약사 설명 릴스,용량 숫자 강조,중,스마트폰·자막 그래픽,https://www.instagram.com/salt.yaksa/reel/Dbf1mJkzW5M/,,1,1,,,미조사,미조사,미조사,상,실제 공개 캡션이 증상별 수면 성분과 유효용량을 직접 제시,수면 고민만 유지하고 특정 제품 판매 없이 성분·용량 비교로 각색,수면·영양제·유효용량,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-SKIN-WORST-RANKING-001,피부에 최악인 생활상황 카운트다운,피부에 부담을 주는 생활상황을 5위부터 1위까지 순위로 설명하는 릴스,H3 숫자·랭킹,5위 0-7초→4-2위 7-35초→1위·핵심 이유 35-50초→수면 CTA 50-60초,45-60초,순위 숫자·피부 장벽·AGEs 자막,약사 설명 릴스,순위 숫자 크게 표시,중,스마트폰·숫자 그래픽,https://www.instagram.com/salt.yaksa/reel/Dbdb7Lyz3K-/,,1,1,,,미조사,미조사,미조사,중,생활습관 5개를 순위와 피부 과학 설명으로 연결한 공개 캡션,제품 대신 생활습관과 피부장벽 설명을 중심으로 각색,피부·생활습관·수면,김주성·오약·선영·공용,미사용,,후보,검토,
FMT-BURNOUT-RECOVERY-3STEP-001,번아웃 회복 생활요법·영양제 3단 구성,개인 경험 고백 뒤 생활요법과 영양제 루틴을 3개씩 제시하는 릴스,H10 개인고백,개인 고백 0-10초→생활요법 10-35초→영양제 35-52초→위로 CTA 52-60초,45-60초,체크리스트·생활 장면·성분명 자막,약사 설명 릴스,체크 표시·짧은 문장,중,스마트폰·욕실 장면·자막 그래픽,https://www.instagram.com/salt.yaksa/reel/Dbasl3VTGLs/,,1,1,,,미조사,미조사,미조사,상,개인 번아웃 고백과 생활요법·영양제요법을 한 영상에 연결한 공개 캡션,개인 경험은 근거와 구분하고 의료상담이 필요한 상태를 별도 안내,번아웃·스트레스·수면·웰니스,김주성·오약·선영·공용,미사용,,후보,검토,
